"fixture_id","sensor_id","x","y","floor_id","state","current_profile","model_no","manufacturer","type","energy","length","name","morning_profile_id","day_profile_id","evening_profile_id","night_profile_id","morning_profile_weekend","day_profile_weekend","evening_profile_weekend","night_profile_weekend","morning_profile_holiday","day_profile_holiday","evening_profile_holiday","night_profile_holiday","profile_configuration_id"
"3","Sensor6ee31b",0,0,"1","DELETED","Default","FS-D2-2","Philips                                                                                                                         ","T8                                                                                                                              ",17,"24","Default","1","2","3","4","5","6","7","8","9","10","11","12","1"
"4","Sensor6ee349",0,0,"1","DELETED","Default","FS-D2-2","Philips                                                                                                                         ","T8                                                                                                                              ",17,"24","Default","1","2","3","4","5","6","7","8","9","10","11","12","1"
"5","Sensor6ee26e",2743,1756,"1","DELETED","ECS 83 Classroom","FS-D2-2","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"7","Sensor6ee353",0,0,"1","DELETED","Default","FS-D2-2","Philips                                                                                                                         ","T8                                                                                                                              ",17,"24","Default","1","2","3","4","5","6","7","8","9","10","11","12","1"
"8","Sensor6ee32d",0,0,"1","DELETED","Default","FS-D2-2","Philips                                                                                                                         ","T8                                                                                                                              ",17,"24","Default","1","2","3","4","5","6","7","8","9","10","11","12","1"
"9","Sensor6ee32c",3060,1936,"1","DELETED","ECS 83 Classroom","FS-D2-2","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"10","Sensor6ee307",0,0,"1","DELETED","Default","FS-D2-2","Philips                                                                                                                         ","T8                                                                                                                              ",17,"24","Default","1","2","3","4","5","6","7","8","9","10","11","12","1"
"11","Sensor6ee343",0,0,"1","DELETED","Default","FS-D2-2","Philips                                                                                                                         ","T8                                                                                                                              ",17,"24","Default","1","2","3","4","5","6","7","8","9","10","11","12","1"
"12","Sensor6ee354",3161,1663,"1","DELETED","ECS 83 Classroom","FS-D2-2","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"13","Sensor6ee327",0,0,"1","DELETED","Default","FS-D2-2","Philips                                                                                                                         ","T8                                                                                                                              ",17,"24","Default","1","2","3","4","5","6","7","8","9","10","11","12","1"
"14","Sensor6ee33e",2851,1848,"1","DELETED","ECS 83 Classroom","FS-D2-2","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"15","Sensor6ee314",3161,1758,"1","DELETED","ECS 83 Classroom","FS-D2-2","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"16","Sensor6ee290",2956,1758,"1","DELETED","ECS 83 Classroom","FS-D2-2","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"17","Sensor6ee31d",0,0,"1","DELETED","Default","FS-D2-2","Philips                                                                                                                         ","T8                                                                                                                              ",17,"24","Default","1","2","3","4","5","6","7","8","9","10","11","12","1"
"18","Sensor6ee346",3063,1846,"1","DELETED","ECS 83 Classroom","FS-D2-2","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"19","Sensor6ee355",2818,1624,"1","DELETED","CSULB ","FS-D2-2","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","CSULB ","129","130","131","132","133","134","135","136","137","138","139","140","9"
"20","Sensor6ee274",2850,1936,"1","DELETED","ECS 83 Classroom","FS-D2-2","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"21","Sensor6ee331",0,0,"1","DELETED","Default","FS-D2-2","Philips                                                                                                                         ","T8                                                                                                                              ",17,"24","Default","1","2","3","4","5","6","7","8","9","10","11","12","1"
"22","Sensor6ee326",3160,1936,"1","DELETED","ECS 83 Classroom","FS-D2-2","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"28","Sensor72ae94",3350,1983,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"29","Sensor72aede",3041,1745,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"30","Sensor72aa28",3040,1981,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"31","Sensor72ad08",3196,1743,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"32","Sensor72ae34",3040,1626,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"33","Sensor72ade2",3506,1628,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"34","Sensor72a8d4",3196,1983,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"35","Sensor72a958",3348,1741,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"36","Sensor72ad7a",3196,1625,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"37","Sensor72ae4c",3041,1865,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"38","Sensor72ae2c",3195,1863,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"39","Sensor72aed4",3353,1625,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"40","Sensor72ae38",3508,1863,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"41","Sensor72ae9e",3348,1863,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"42","Sensor72acfe",3508,1981,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"44","Sensor72adb4",3506,1743,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"45","Sensor72a3fa",3135,1388,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"46","Sensor72a45e",3280,1271,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"47","Sensor72a418",3136,1275,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"48","Sensor729d68",3553,1383,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"49","Sensor72a5e8",3278,1386,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"50","Sensor72a4ac",3415,1270,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"51","Sensor72a558",3138,1043,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"52","Sensor72a432",3555,1040,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"53","Sensor72a36c",3555,1153,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"54","Sensor72a38a",3276,1155,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"55","Sensor72a5d2",3415,1038,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"56","Sensor72a438",3276,1043,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"57","Sensor72a4a8",3413,1155,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"58","Sensor72a50c",3553,1266,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"59","Sensor72a550",3135,1158,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"60","Sensor72acf2",3680,1388,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"61","Sensor72a5fe",3820,1388,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"62","Sensor72a66c",3681,1045,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"63","Sensor72a488",3960,1383,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"64","Sensor72a5b0",3680,1275,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"65","Sensor72a598",3823,1273,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"66","Sensor72a644",4098,1266,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"67","Sensor72a5bc",3681,1160,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"68","Sensor72a370",3956,1268,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"69","Sensor72a540",4095,1383,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"70","Sensor72a382",3820,1043,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"71","Sensor729d7e",4096,1038,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"72","Sensor72a450",3958,1155,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"73","Sensor72a584",3820,1156,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"74","Sensor72a4fc",3958,1040,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"75","Sensor72a5a2",4100,1153,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"76","Sensor720348",1733,1880,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"77","Sensor72047a",1733,1758,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"79","Sensor72a530",1975,1760,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"80","Sensor72a536",1976,1641,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"81","Sensor72a534",1980,1878,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"82","Sensor72ae72",1855,1998,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"83","Sensor72a594",1851,1758,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"84","Sensor72a60c",2103,1640,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"85","Sensor72a63a",1735,1643,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"86","Sensor72a55c",2100,1758,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"87","Sensor72a1b6",1735,1998,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"88","Sensor72a47e",1856,1643,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"89","Sensor72a56e",1978,1998,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"90","Sensor72a4de",2103,1996,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"91","Sensor72a39c",2101,1878,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"93","Sensor72aec2",730,1751,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"94","Sensor72aeae",733,1635,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"95","Sensor72adde",870,1641,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"96","Sensor72aee0",731,1868,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"97","Sensor72ad00",733,1928,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"98","Sensor72aeaa",1006,1755,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"99","Sensor72ae12",1011,1636,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"100","Sensor72ae8e",873,1866,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"101","Sensor72ae14",871,1983,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"102","Sensor72aeb0",1286,1865,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"103","Sensor72aece",1288,1983,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"104","Sensor72ad6e",1011,1986,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"105","Sensor72ae5c",1010,1866,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"106","Sensor72aeda",1150,1985,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"107","Sensor72ae82",1150,1755,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"108","Sensor72ae64",1288,1636,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"109","Sensor72aeba",1288,1751,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"110","Sensor72adfa",1430,1636,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"111","Sensor72a1a2",1150,1868,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"112","Sensor72ae42",1433,1983,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"113","Sensor72ae52",1150,1638,"5","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
