"fixture_id","sensor_id","x","y","floor_id","state","current_profile","model_no","manufacturer","type","energy","length","name","morning_profile_id","day_profile_id","evening_profile_id","night_profile_id","morning_profile_weekend","day_profile_weekend","evening_profile_weekend","night_profile_weekend","morning_profile_holiday","day_profile_holiday","evening_profile_holiday","night_profile_holiday","profile_configuration_id"
"431","Sensor720bfe",3123,1795,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"432","Sensor72a10c",2658,1693,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"433","Sensor72a95a",3125,1991,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"434","Sensor72ad0a",2898,1893,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"435","Sensor72a72a",3013,1791,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"436","Sensor72aad8",3125,1891,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"437","Sensor72aa84",3013,1891,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"438","Sensor72aa02",3013,1690,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"439","Sensor72ad18",2900,1995,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"440","Sensor72ace2",3013,1995,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"441","Sensor72aa5c",2900,1796,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"442","Sensor725d82",3128,1690,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"444","Sensor72a4bc",1560,1693,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"445","Sensor72811a",1678,1691,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"446","Sensor72a05c",1560,1893,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"447","Sensor72a4b8",1675,1795,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"448","Sensor72a04c",1561,1790,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"449","Sensor7241ee",1678,1893,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"450","Sensor72a312",1443,1991,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"451","Sensor72aecc",1321,1691,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"452","Sensor72ac94",1320,1793,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"453","Sensor72a4f6",1445,1893,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"455","Sensor72a384",1561,1996,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"456","Sensor72a01c",1445,1693,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"457","Sensor72a460",1443,1790,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"458","Sensor72a0a2",1680,1995,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"459","Sensor72addc",1316,1990,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"460","Sensor72ac50",1321,1893,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"461","Sensor729d50",1195,1891,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"462","Sensor722a5a",1051,1895,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"463","Sensor7282bc",1051,1695,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"464","Sensor72a114",1193,1990,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"465","Sensor72a12e",1050,1993,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"466","Sensor72a054",1195,1791,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"467","Sensor72a628",725,1793,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"468","Sensor720530",1195,1690,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"469","Sensor72a034",878,1895,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"470","Sensor72a136",880,1795,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"471","Sensor72a0fc",878,1991,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"472","Sensor72a612",1050,1796,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"473","Sensor720962",721,1895,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"474","Sensor720342",725,1691,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"475","Sensor72a088",878,1691,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"478","Sensor72a5e6",1163,1328,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"479","Sensor72adf0",1165,1438,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"480","Sensor720674",1053,1438,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"481","Sensor72a25e",1271,1440,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"482","Sensor72a2be",1163,1231,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"483","Sensor72a566",1268,1233,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"484","Sensor72a152",948,1328,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"485","Sensor72a5d8",1055,1233,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"486","Sensor72a5f4",1161,1121,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"487","Sensor724e3c",1055,1328,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"488","Sensor724526",1270,1123,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"489","Sensor7202de",1053,1121,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"490","Sensor72a636",835,1328,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"491","Sensor720702",1270,1330,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"492","Sensor72a956",946,1438,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"493","Sensor72a5c0",831,1231,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"494","Sensor72a1a8",831,1121,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"495","Sensor72a352",948,1121,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"496","Sensor72a338",833,1438,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"497","Sensor72a3b2",951,1235,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"499","Sensor72a060",706,1123,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"500","Sensor72a988",1905,1690,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"501","Sensor72a948",2018,1793,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"502","Sensor72ae0a",1780,1895,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"503","Sensor72a9d8",2023,1690,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"504","Sensor72a972",1908,1896,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"505","Sensor72ae62",2023,1890,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"506","Sensor72a9dc",1786,1793,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"507","Sensor72a936",1906,1995,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"508","Sensor72a9ae",1906,1791,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"509","Sensor72a5e4",2021,1993,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"510","Sensor72ae30",1781,1993,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"511","Sensor72a902",1783,1691,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"513","Sensor7202ea",1808,1438,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"514","Sensor72ace4",1701,1326,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"515","Sensor72adbe",1698,1121,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"516","Sensor72a526",1806,1121,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"517","Sensor72aea2",1485,1231,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"518","Sensor72a548",1806,1231,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"519","Sensor72ac18",1700,1440,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"520","Sensor72a554",1370,1441,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"521","Sensor72ae54",1591,1120,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"522","Sensor72ae90",1485,1328,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"523","Sensor72064c",1808,1328,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"524","Sensor72a920",1373,1123,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"525","Sensor72ad46",1373,1328,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"526","Sensor725d4a",1591,1233,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"527","Sensor72a976",1486,1123,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"528","Sensor729d7a",1485,1438,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"529","Sensor72a74a",1591,1326,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"530","Sensor72a98e",1590,1438,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"531","Sensor72adf6",1373,1231,"1","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"537","Sensor720546",1726,1855,"3","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"538","Sensor720496",1725,1950,"3","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"539","Sensor724bb6",1375,1951,"3","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"540","Sensor72a1e8",1376,1858,"3","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"541","Sensor7202d4",1176,1853,"3","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
"542","Sensor72089e",1855,1770,"3","COMMISSIONED","ECS 83 Classroom","SU-5E-01","Lunera                                                                                                                          ","LED                                                                                                                             ",32,"48","ECS 83 Classroom","434","435","436","437","438","439","440","441","442","443","444","445","29"
